GEO_ID,GEOID20,NAME,P4_001N,P4_002N,P4_003N,P4_004N,P4_005N,P4_006N,P4_007N,P4_008N,P4_009N,P4_010N,P4_011N,P4_012N,P4_013N,P4_014N,P4_015N,P4_016N,P4_017N,P4_018N,P4_019N,P4_020N,P4_021N,P4_022N,P4_023N,P4_024N,P4_025N,P4_026N,P4_027N,P4_028N,P4_029N,P4_030N,P4_031N,P4_032N,P4_033N,P4_034N,P4_035N,P4_036N,P4_037N,P4_038N,P4_039N,P4_040N,P4_041N,P4_042N,P4_043N,P4_044N,P4_045N,P4_046N,P4_047N,P4_048N,P4_049N,P4_050N,P4_051N,P4_052N,P4_053N,P4_054N,P4_055N,P4_056N,P4_057N,P4_058N,P4_059N,P4_060N,P4_061N,P4_062N,P4_063N,P4_064N,P4_065N,P4_066N,P4_067N,P4_068N,P4_069N,P4_070N,P4_071N,P4_072N,P4_073N,state,county,tract
1400000US35061970304,35061970304,"Census Tract 9703.04, Valencia County, New Mexico",2914,1612,1302,1224,1161,11,32,6,0,14,78,74,2,31,3,1,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970304
1400000US35061970305,35061970305,"Census Tract 9703.05, Valencia County, New Mexico",2058,1200,858,797,757,3,21,4,1,11,61,57,1,28,9,0,19,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970305
1400000US35061970306,35061970306,"Census Tract 9703.06, Valencia County, New Mexico",2579,1748,831,788,685,40,33,10,4,16,43,37,4,21,1,0,6,2,0,0,1,0,0,0,2,0,0,6,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970306
1400000US35061970307,35061970307,"Census Tract 9703.07, Valencia County, New Mexico",2394,1798,596,566,489,5,62,1,0,9,30,27,4,10,0,0,4,0,0,0,0,3,0,1,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970307
1400000US35061970401,35061970401,"Census Tract 9704.01, Valencia County, New Mexico",3958,2576,1382,1303,1168,25,80,11,2,17,79,77,7,31,12,0,23,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970401
1400000US35061970404,35061970404,"Census Tract 9704.04, Valencia County, New Mexico",4246,2396,1850,1742,1513,58,105,45,1,20,108,104,17,37,6,6,30,0,0,0,3,1,0,3,1,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970404
1400000US35061970405,35061970405,"Census Tract 9704.05, Valencia County, New Mexico",2966,1380,1586,1488,1287,62,79,52,0,8,98,91,16,21,30,1,19,1,0,0,1,0,0,0,2,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970405
1400000US35061970701,35061970701,"Census Tract 9707.01, Valencia County, New Mexico",4655,2549,2106,1998,1774,65,130,6,2,21,108,106,16,37,12,2,32,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970701
1400000US35061970800,35061970800,"Census Tract 9708, Valencia County, New Mexico",3623,2318,1305,1227,1113,24,40,24,3,23,78,72,7,32,5,2,26,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970800
1400000US35061970901,35061970901,"Census Tract 9709.01, Valencia County, New Mexico",3369,2192,1177,1133,1025,29,47,9,0,23,44,44,6,29,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970901
1400000US35061970902,35061970902,"Census Tract 9709.02, Valencia County, New Mexico",1616,1001,615,580,536,8,28,1,0,7,35,31,0,23,3,0,4,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970902
1400000US35061971000,35061971000,"Census Tract 9710, Valencia County, New Mexico",3885,1882,2003,1903,1749,64,58,17,2,13,100,94,13,37,5,0,32,3,0,0,0,0,0,1,3,0,0,6,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,971000
1400000US35061971100,35061971100,"Census Tract 9711, Valencia County, New Mexico",1097,560,537,527,475,13,17,8,3,11,10,9,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,971100
1400000US35061971301,35061971301,"Census Tract 9713.01, Valencia County, New Mexico",1527,607,920,874,766,21,59,12,0,16,46,39,0,24,0,0,9,0,0,0,1,1,0,0,2,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,971301
1400000US35061980100,35061980100,"Census Tract 9801, Valencia County, New Mexico",54,30,24,23,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,980100
1400000US35061980200,35061980200,"Census Tract 9802, Valencia County, New Mexico",767,381,386,386,274,42,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,980200
1400000US35061980300,35061980300,"Census Tract 9803, Valencia County, New Mexico",3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,980300
1400000US35061980400,35061980400,"Census Tract 9804, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,980400
1400000US35001000107,35001000107,"Census Tract 1.07, Bernalillo County, New Mexico",2247,428,1819,1729,1563,35,78,41,0,12,90,86,6,37,16,5,13,5,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,107
1400000US35001000108,35001000108,"Census Tract 1.08, Bernalillo County, New Mexico",2196,488,1708,1592,1307,58,112,95,1,19,116,105,13,35,33,2,18,4,0,0,0,0,0,0,0,0,0,9,2,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,35,1,108
1400000US35001000109,35001000109,"Census Tract 1.09, Bernalillo County, New Mexico",1928,515,1413,1341,1175,41,53,65,0,7,72,66,7,26,12,0,18,1,2,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,109
1400000US35001000110,35001000110,"Census Tract 1.10, Bernalillo County, New Mexico",2925,870,2055,1929,1644,85,99,87,0,14,126,119,10,36,23,9,26,9,3,0,0,1,0,0,2,0,0,6,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,1,110
1400000US35001000111,35001000111,"Census Tract 1.11, Bernalillo County, New Mexico",2207,560,1647,1561,1353,45,34,114,0,15,86,83,12,20,25,2,20,1,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,111
1400000US35001000112,35001000112,"Census Tract 1.12, Bernalillo County, New Mexico",1703,319,1384,1303,1191,28,30,42,3,9,81,78,10,29,14,2,22,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,112
1400000US35001000113,35001000113,"Census Tract 1.13, Bernalillo County, New Mexico",2420,721,1699,1624,1378,78,75,79,2,12,75,67,14,17,10,3,17,1,0,0,3,2,0,0,0,0,0,7,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,113
1400000US35001000114,35001000114,"Census Tract 1.14, Bernalillo County, New Mexico",2457,938,1519,1431,1206,39,108,51,0,27,88,81,14,32,10,0,22,0,2,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,114
1400000US35001000115,35001000115,"Census Tract 1.15, Bernalillo County, New Mexico",2595,847,1748,1646,1302,100,173,49,2,20,102,99,18,41,13,4,18,3,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,115
1400000US35001000116,35001000116,"Census Tract 1.16, Bernalillo County, New Mexico",2333,706,1627,1564,1380,64,58,53,1,8,63,61,8,12,5,9,21,4,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,116
1400000US35001000117,35001000117,"Census Tract 1.17, Bernalillo County, New Mexico",1872,548,1324,1251,1062,38,37,95,0,19,73,68,4,33,4,2,17,0,3,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,35,1,117
1400000US35001000118,35001000118,"Census Tract 1.18, Bernalillo County, New Mexico",2098,568,1530,1450,1129,78,176,51,0,16,80,77,12,34,7,2,16,0,1,0,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,118
1400000US35001000119,35001000119,"Census Tract 1.19, Bernalillo County, New Mexico",1474,405,1069,1008,925,27,20,31,0,5,61,60,10,23,16,0,8,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,119
1400000US35001000120,35001000120,"Census Tract 1.20, Bernalillo County, New Mexico",2167,704,1463,1385,1080,115,127,48,4,11,78,77,14,23,14,0,19,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,120
1400000US35001000121,35001000121,"Census Tract 1.21, Bernalillo County, New Mexico",4799,1664,3135,2995,2482,138,186,162,1,26,140,129,13,49,15,0,42,3,1,0,5,0,1,0,0,0,0,10,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,121
1400000US35001000122,35001000122,"Census Tract 1.22, Bernalillo County, New Mexico",3576,1077,2499,2398,2012,74,73,225,4,10,101,92,12,37,20,3,18,1,0,0,0,0,1,0,0,0,0,9,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,122
1400000US35001000123,35001000123,"Census Tract 1.23, Bernalillo County, New Mexico",3998,1568,2430,2302,1965,75,130,107,7,18,128,120,13,53,17,0,28,3,4,0,1,0,0,0,0,1,0,8,4,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,123
1400000US35001000124,35001000124,"Census Tract 1.24, Bernalillo County, New Mexico",2845,1119,1726,1624,1208,131,208,56,6,15,102,97,9,30,11,4,26,10,0,0,4,0,1,0,1,1,0,5,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,124
1400000US35001000125,35001000125,"Census Tract 1.25, Bernalillo County, New Mexico",3432,790,2642,2522,2182,48,56,207,1,28,120,110,19,23,35,4,20,2,3,0,2,0,2,0,0,0,0,10,4,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,125
1400000US35001000126,35001000126,"Census Tract 1.26, Bernalillo County, New Mexico",2348,701,1647,1582,1321,76,106,72,2,5,65,53,1,22,12,0,9,5,0,0,0,1,0,2,1,0,0,12,7,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,126
1400000US35001000127,35001000127,"Census Tract 1.27, Bernalillo County, New Mexico",2227,882,1345,1262,1068,54,62,68,1,9,83,82,14,36,14,0,8,4,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,127
1400000US35001000128,35001000128,"Census Tract 1.28, Bernalillo County, New Mexico",2438,1100,1338,1236,987,65,104,67,3,10,102,95,15,44,4,0,26,2,3,0,0,0,0,0,1,0,0,6,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,128
1400000US35001000129,35001000129,"Census Tract 1.29, Bernalillo County, New Mexico",3417,1059,2358,2223,1655,156,242,153,1,16,135,134,19,45,23,0,32,6,3,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,129
1400000US35001000203,35001000203,"Census Tract 2.03, Bernalillo County, New Mexico",1781,565,1216,1168,949,54,109,41,2,13,48,47,10,12,9,0,11,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,1,203
1400000US35001000204,35001000204,"Census Tract 2.04, Bernalillo County, New Mexico",2412,1060,1352,1267,947,79,171,56,0,14,85,84,20,29,13,0,20,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,204
1400000US35001000205,35001000205,"Census Tract 2.05, Bernalillo County, New Mexico",2721,1318,1403,1340,1009,88,168,59,4,12,63,63,6,27,11,3,12,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,205
1400000US35001000206,35001000206,"Census Tract 2.06, Bernalillo County, New Mexico",2374,944,1430,1337,1171,60,53,40,0,13,93,91,18,28,10,0,25,6,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,206
1400000US35001000207,35001000207,"Census Tract 2.07, Bernalillo County, New Mexico",2651,1104,1547,1453,1178,68,121,70,5,11,94,89,12,30,26,0,16,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,207
1400000US35001000208,35001000208,"Census Tract 2.08, Bernalillo County, New Mexico",2255,1162,1093,1017,804,28,96,71,1,17,76,76,9,32,10,0,19,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,208
1400000US35001000300,35001000300,"Census Tract 3, Bernalillo County, New Mexico",5049,1315,3734,3562,3072,80,172,189,4,45,172,165,19,56,34,0,46,1,0,1,0,5,0,3,0,0,0,7,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,300
1400000US35001000401,35001000401,"Census Tract 4.01, Bernalillo County, New Mexico",3558,1101,2457,2314,1909,65,121,190,0,29,143,134,20,42,29,4,29,4,0,0,1,3,0,0,0,2,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,401
1400000US35001000402,35001000402,"Census Tract 4.02, Bernalillo County, New Mexico",3015,814,2201,2104,1803,75,125,71,3,27,97,85,13,28,18,0,22,3,0,0,0,1,0,0,0,0,0,12,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,402
1400000US35001000501,35001000501,"Census Tract 5.01, Bernalillo County, New Mexico",2380,865,1515,1427,1024,127,183,72,3,18,88,87,13,31,22,0,11,2,2,0,0,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,501
1400000US35001000503,35001000503,"Census Tract 5.03, Bernalillo County, New Mexico",3031,746,2285,2168,1880,83,94,85,1,25,117,116,10,41,25,0,33,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,503
1400000US35001000504,35001000504,"Census Tract 5.04, Bernalillo County, New Mexico",1171,307,864,811,639,39,64,55,3,11,53,49,2,11,24,0,10,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,504
1400000US35001000601,35001000601,"Census Tract 6.01, Bernalillo County, New Mexico",3199,1084,2115,1996,1593,114,150,115,1,23,119,113,22,31,17,4,30,3,0,0,2,0,0,3,0,1,0,6,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,601
1400000US35001000603,35001000603,"Census Tract 6.03, Bernalillo County, New Mexico",3515,2165,1350,1272,788,159,256,51,0,18,78,75,4,34,9,4,11,11,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,603
1400000US35001000605,35001000605,"Census Tract 6.05, Bernalillo County, New Mexico",3264,1753,1511,1431,910,143,287,67,3,21,80,78,19,21,8,0,13,6,0,0,3,0,0,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,605
1400000US35001000704,35001000704,"Census Tract 7.04, Bernalillo County, New Mexico",3194,1299,1895,1776,1360,110,175,88,2,41,119,117,19,56,17,2,18,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,1,704
1400000US35001000711,35001000711,"Census Tract 7.11, Bernalillo County, New Mexico",3595,932,2663,2543,2201,75,85,159,6,17,120,109,17,36,27,1,26,0,0,0,2,0,0,0,0,0,0,8,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35,1,711
1400000US35001000712,35001000712,"Census Tract 7.12, Bernalillo County, New Mexico",3139,1193,1946,1815,1314,159,196,132,3,11,131,124,19,40,21,0,30,9,4,0,0,0,0,1,0,0,0,7,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,712
1400000US35001000713,35001000713,"Census Tract 7.13, Bernalillo County, New Mexico",4210,1662,2548,2427,1729,229,378,69,8,14,121,112,16,32,14,4,28,11,1,0,4,0,1,0,0,1,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,713
1400000US35001000714,35001000714,"Census Tract 7.14, Bernalillo County, New Mexico",3980,1511,2469,2376,1520,129,139,569,8,11,93,91,13,25,37,0,8,1,4,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,714
1400000US35001000715,35001000715,"Census Tract 7.15, Bernalillo County, New Mexico",1513,1113,400,381,284,14,63,14,0,6,19,17,5,5,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,1,715
1400000US35001000716,35001000716,"Census Tract 7.16, Bernalillo County, New Mexico",3184,1765,1419,1315,949,140,133,77,9,7,104,97,15,26,16,2,21,11,1,0,3,0,0,0,2,0,0,6,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,716
1400000US35001000717,35001000717,"Census Tract 7.17, Bernalillo County, New Mexico",1446,582,864,808,536,89,151,27,2,3,56,53,16,24,5,0,5,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,717
1400000US35001000718,35001000718,"Census Tract 7.18, Bernalillo County, New Mexico",3513,1447,2066,1925,1433,117,150,198,10,17,141,127,14,31,35,0,29,9,3,0,4,0,0,0,2,0,0,13,8,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,718
1400000US35001000719,35001000719,"Census Tract 7.19, Bernalillo County, New Mexico",2266,608,1658,1570,1104,73,30,352,2,9,88,88,8,19,49,0,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,719
1400000US35001000720,35001000720,"Census Tract 7.20, Bernalillo County, New Mexico",3853,856,2997,2887,2665,77,20,105,3,17,110,104,7,25,29,0,31,8,2,0,1,0,1,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,720
1400000US35001000904,35001000904,"Census Tract 9.04, Bernalillo County, New Mexico",3328,1588,1740,1644,1137,166,187,136,8,10,96,89,18,27,14,0,14,7,1,1,1,0,0,4,2,0,0,6,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,904
1400000US35001000905,35001000905,"Census Tract 9.05, Bernalillo County, New Mexico",1699,752,947,891,539,106,200,39,0,7,56,52,6,25,3,0,12,3,2,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,905
